timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
2002311977,40.8102010435,-77.8706146756,344.332,-0.0,-0.646364,0.0644407,-0.411431,-1.40394,4.18293,5.05432,0.0,2,0,0,0
2002516192,40.8101993543,-77.8706143278,344.422,-0.0,-0.673349,0.0686938,-0.489793,-1.53904,4.18092,5.05907,0.0,2,0,0,0
2002719947,40.8101979907,-77.8706141062,344.489,-0.0,-0.683723,0.065086,-0.559734,-1.68249,4.18082,5.05205,0.0,2,0,0,0
2002919948,40.810196846,-77.8706139913,344.596,-0.0,-0.685436,0.0478349,-0.622766,-1.83039,4.1795,5.05668,0.0,2,0,0,0
2003123977,40.8101951784,-77.8706134439,344.715,-0.0,-0.692872,0.0483718,-0.571611,-1.96934,4.17953,5.04973,0.0,2,0,0,0
2003324187,40.8101928954,-77.8706129486,344.815,-0.0,-0.721721,0.0333721,-0.454686,-2.0708,4.17936,5.05427,0.0,2,0,0,0
2003528241,40.8101903642,-77.8706128633,344.894,-0.0,-0.748986,0.0131046,-0.338081,-2.13692,4.17917,5.05927,0.0,2,0,0,0
2003728058,40.8101882959,-77.8706131972,344.931,-0.0,-0.759539,-0.0178298,-0.287353,-2.16773,4.17967,5.05206,0.0,2,0,0,0
2003932317,40.8101867376,-77.8706135006,344.975,-0.0,-0.762494,-0.0561801,-0.261544,-2.15784,4.17984,5.05677,0.0,2,0,0,0
2004132260,40.8101855798,-77.8706135037,345.03,-0.0,-0.752276,-0.0801638,-0.233116,-2.11349,4.18028,5.04978,0.0,2,0,0,0
2004335998,40.8101847937,-77.870612794,345.082,-0.0,-0.729358,-0.082618,-0.18084,-2.04434,4.17701,5.05435,0.0,2,0,0,0
2004540061,40.8101843677,-77.8706115606,345.117,-0.0,-0.69761,-0.0625183,-0.0956267,-1.95998,4.1763,5.05916,0.0,2,0,0,0
2004743963,40.8101841366,-77.8706105312,345.07,-0.0,-0.665273,-0.0648419,0.00397695,-1.86878,4.17832,5.05216,0.0,2,0,0,0
2004944005,40.8101839179,-77.8706096381,345.035,-0.0,-0.635664,-0.0431165,0.0917633,-1.7774,4.17981,5.05692,0.0,2,0,0,0
2005144767,40.810183744,-77.8706088002,345.008,-0.0,-0.609063,-0.0306263,0.165334,-1.6887,4.18249,5.04993,0.0,2,0,0,0
2005348756,40.810183481,-77.8706082833,344.979,-0.0,-0.589183,-0.0350196,0.24002,-1.60106,4.18421,5.05456,0.0,2,0,0,0
2005553132,40.8101828758,-77.870608132,344.926,-0.0,-0.58444,-0.0509417,0.319997,-1.51118,4.1882,5.05975,0.0,2,0,0,0
2005752768,40.8101820995,-77.8706085405,344.829,-0.0,-0.588614,-0.0688466,0.386851,-1.41618,4.18857,5.05238,0.0,2,0,0,0
2005956784,40.8101811184,-77.8706092026,344.738,-0.0,-0.59829,-0.0873501,0.382967,-1.31207,4.19262,5.05723,0.0,2,0,0,0
2006160759,40.8101797183,-77.8706096299,344.676,-0.0,-0.612416,-0.0957428,0.257197,-1.20578,4.19836,5.0504,0.0,2,0,0,0
2006360776,40.8101784005,-77.8706102257,344.65,-0.0,-0.637531,-0.106247,0.11827,-1.09654,4.19823,5.05497,0.0,2,0,0,0
2006565089,40.8101773897,-77.8706108335,344.645,-0.0,-0.636843,-0.120505,0.0132839,-0.977509,4.20213,5.05997,0.0,2,0,0,0
2006764762,40.8101768212,-77.8706110032,344.664,-0.0,-0.629222,-0.115485,-0.094321,-0.850531,4.20609,5.05259,0.0,2,0,0,0
2006968753,40.810176681,-77.8706104202,344.692,-0.0,-0.604409,-0.102123,-0.17498,-0.711254,4.20757,5.05752,0.0,2,0,0,0
2007172842,40.8101767119,-77.8706090707,344.716,-0.0,-0.579947,-0.0603057,-0.176495,-0.559122,4.20721,5.05023,0.0,2,0,0,0
2007376808,40.8101768733,-77.8706075554,344.73,-0.0,-0.556504,-0.035297,-0.151332,-0.397688,4.20954,5.05502,0.0,2,0,0,0
2007576801,40.8101765637,-77.8706060028,344.739,-0.0,-0.56747,0.00391543,-0.131699,-0.244827,4.20909,5.05986,0.0,2,0,0,0
2007780824,40.8101757649,-77.8706044756,344.715,-0.0,-0.600809,0.0360265,-0.122662,-0.112635,4.21022,5.05247,0.0,2,0,0,0
2007985063,40.8101747515,-77.8706033134,344.714,-0.0,-0.624824,0.0500005,-0.178535,-0.0117123,4.2138,5.05746,0.0,2,0,0,0
2008184787,40.8101737793,-77.8706031743,344.73,-0.0,-0.65817,0.0284213,-0.30452,0.0485756,4.21193,5.05019,0.0,2,0,0,0
2008385065,40.8101730206,-77.8706039011,344.771,-0.0,-0.704041,-0.014124,-0.438673,0.0751059,4.20901,5.05463,0.0,2,0,0,0
2008588745,40.8101717251,-77.8706044311,344.857,-0.0,-0.759405,-0.0284288,-0.589495,0.0658432,4.21202,5.05958,0.0,2,0,0,0
2008792862,40.8101697573,-77.8706045588,344.965,-0.0,-0.82656,-0.0196205,-0.715106,0.0220519,4.2161,5.05248,0.0,2,0,0,0
2008996814,40.8101679946,-77.8706042068,345.098,-0.0,-0.804161,0.0559641,-0.657054,-0.0413124,4.21688,5.05722,0.0,2,0,0,0
2009196807,40.810166509,-77.8706030994,345.252,-0.0,-0.732617,0.159641,-0.540847,-0.106435,4.21683,5.05006,0.0,2,0,0,0
2009400791,40.8101653506,-77.870601791,345.416,-0.0,-0.635081,0.272998,-0.42353,-0.180436,4.21919,5.05485,0.0,2,0,0,0
2009601111,40.810164379,-77.8706004607,345.554,-0.0,-0.54701,0.349066,-0.343568,-0.264232,4.22013,5.05976,0.0,2,0,0,0
2009804784,40.8101638335,-77.870600323,345.694,-0.0,-0.479842,0.375051,-0.25531,-0.353912,4.21993,5.05234,0.0,2,0,0,0
2010008795,40.8101637308,-77.8706010481,345.823,-0.0,-0.440663,0.357688,-0.172334,-0.450963,4.2212,5.05725,0.0,2,0,0,0
2010208744,40.8101638891,-77.8706022552,345.928,-0.0,-0.408851,0.332139,-0.122818,-0.555712,4.22125,5.05009,0.0,2,0,0,0
2010412860,40.8101641509,-77.8706025275,346.009,-0.0,-0.363428,0.318345,-0.074543,-0.675978,4.2237,5.05472,0.0,2,0,0,0
